#,Category,Brand Name,Program Name,Direct Sign-Up URL,Free to Join (Yes/No),Notes,Sign_Up_Type,Required_Fields,Auto_Signup_Feasible,Reward_on_Signup,Barriers  
1539,Fintech,TJ Maxx,TJX Rewards Card,https://www.tjmaxx.tjx.com/store/jump/topic/TJX-Rewards-Credit-Card/90001d,Yes,Store Soft-Pull; 5% back at TJX,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1540,Fintech,IKEA,IKEA Projekt Card,https://www.ikea.com/us/en/ikea-family/ikea-credit-card,Yes,Store Soft-Pull; Home financing card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1541,Fintech,Home Depot,HD Credit Card,https://www.homedepot.com/c/credit_center,Yes,Store Soft-Pull; Special financing card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1542,Fintech,Lowe's,Lowe's Advantage,https://www.lowes.com/l/credit/lowes-advantage-card,Yes,Store Soft-Pull; 5% off loyalty card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1543,Fintech,Best Buy,My Best Buy Card,https://www.bestbuy.com/site/best-buy-credit-cards/my-best-buy-credit-card/pcmcat309300050005.c,Yes,Store Soft-Pull; Financing + rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1544,Fintech,Sephora,Sephora Visa,https://www.sephora.com/creditcard,Yes,Store Soft-Pull; Beauty + Visa rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1545,Fintech,Victoria's Secret,VS Angel Card,https://www.victoriassecret.com/us/credit-card,Yes,Store Soft-Pull; Angel card rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1546,Fintech,Lane Bryant,LB Card,https://www.lanebryant.com/credit-card,Yes,Store Soft-Pull; Plus fashion card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1547,Fintech,Belk,Belk Rewards+,https://www.belk.com/customer-service/credit,Yes,Store Soft-Pull; Southern dept card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1548,Fintech,Dillard's,Dillard's Card,https://www.dillards.com/category/credit-card,Yes,Store Soft-Pull; Southern fashion card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1549,Fintech,Cabela's,Cabela's Club,https://www.cabelas.com/shop/ShopCabelas/credit-card,Yes,Store Soft-Pull; Outdoor store card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1550,Fintech,Bass Pro,Bass Pro Club,https://www.basspro.com/shop/en/outdoor-rewards-mastercard,Yes,Store Soft-Pull; Outdoor rewards card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1551,Fintech,REI,REI Co-op MC,https://www.rei.com/h/co-op-mastercard,Yes,Store Soft-Pull; 10% + dividend,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1552,Fintech,Costco,Costco Visa,https://www.costco.com/credit-card.html,Yes,Store Soft-Pull; 4% gas card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1553,Fintech,Sam's Club,Sam's Mastercard,https://www.samsclub.com/credit,Yes,Store Soft-Pull; 5% gas cashback,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1554,Fintech,American Eagle,AE Connected Card,https://www.ae.com/us/en/content/credit-card,Yes,Store Soft-Pull; Teen fashion card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1555,Fintech,Athleta,Athleta Card,https://athleta.gap.com/customerService/info.do?cid=1198031,Yes,Store Soft-Pull; Active lifestyle card,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1556,Soft Pull Credit Cards,Navy Federal CU,Navy Federal Rewards,https://www.navyfederal.org/products-services/credit-cards,Yes,Credit Union; Military CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1557,Soft Pull Credit Cards,BECU,BECU Member Rewards,https://www.becu.org/banking/credit-cards,Yes,Credit Union; Northwest CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1558,Soft Pull Credit Cards,Alliant CU,Alliant Cashback,https://www.alliantcreditunion.org/bank/cashback-visa,Yes,Credit Union; Online CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1559,Soft Pull Credit Cards,Golden 1 CU,G1 Rewards,https://www.golden1.com/personal/cards/credit-cards,Yes,Credit Union; CA CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1560,Soft Pull Credit Cards,First Tech FCU,First Tech Rewards,https://www.firsttechfed.com/products-and-services/credit-cards,Yes,Credit Union; Tech industry CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1561,Soft Pull Credit Cards,Suncoast CU,Suncoast Rewards,https://www.suncoastcreditunion.com/products/cards/credit-cards,Yes,Credit Union; FL CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1562,Soft Pull Credit Cards,Desert Financial CU,DF Rewards,https://www.desertfinancial.com/products/credit-cards,Yes,Credit Union; AZ CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1563,Soft Pull Credit Cards,SECU MD,SECU Rewards,https://www.secumd.org/banking/credit-cards,Yes,Credit Union; MD state CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1564,Soft Pull Credit Cards,State Employees CU,SECU NC Rewards,https://www.ncsecu.org/Cards/VisaClassicCard,Yes,Credit Union; NC state CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1565,Soft Pull Credit Cards,USAA,USAA Rewards,https://www.usaa.com/inet/wc/bank-credit-cards,Yes,Credit Union; Military financial loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1566,Soft Pull Credit Cards,Delta Community CU,DC Rewards,https://www.deltacommunitycu.com/loans-and-credit/credit-cards,Yes,Credit Union; Atlanta CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1567,Soft Pull Credit Cards,Star One CU,Star One Rewards,https://www.starone.org,Yes,Credit Union; Silicon Valley CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1568,Soft Pull Credit Cards,Randolph-Brooks FCU,RBFCU Rewards,https://www.rbfcu.org/accounts/credit-cards,Yes,Credit Union; TX military CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1569,Soft Pull Credit Cards,OE Federal CU,OE Loyalty Rewards,https://www.oefederal.org/connect/membership/member-loyalty-rewards,Yes,Credit Union; Engineer CU loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1570,Soft Pull Credit Cards,Tyndall FCU,Relationship Reward,https://info.tyndall.org/relationshipreward,Yes,Credit Union; FL military CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1571,Soft Pull Credit Cards,Y-12 FCU,Y-12 Loyalty Rewards,https://y12fcu.org/loyalty-rewards,Yes,Credit Union; Oak Ridge TN CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1572,Soft Pull Credit Cards,Members 1st FCU,Members Loyalty,https://www.members1st.org/about-us/why-members-1st/loyalty-rewards,Yes,Credit Union; PA CU loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1573,Soft Pull Credit Cards,PFCU,Credit Card Rewards,https://www.pfcu.com/resources/education/moneyline-blog/february-2026/credit-cards-rewards-guide-2026,Yes,Credit Union; PA CU rewards guide,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1574,Soft Pull Credit Cards,Ent CU,Ent Rewards,https://www.ent.com/personal/credit-cards,Yes,Credit Union; CO CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1575,Soft Pull Credit Cards,CEFCU,CEFCU Rewards,https://www.cefcu.com/personal/credit-cards,Yes,Credit Union; IL CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1576,Soft Pull Credit Cards,Wescom CU,Wescom Rewards,https://www.wescom.org/personal/credit-cards,Yes,Credit Union; CA CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1577,Soft Pull Credit Cards,Genisys CU,Genisys Rewards,https://www.genisyscu.org/personal/credit-cards,Yes,Credit Union; Midwest CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1578,Soft Pull Credit Cards,Space Coast CU,SCCU Rewards,https://www.sccu.com/credit-cards,Yes,Credit Union; FL east coast CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1579,Soft Pull Credit Cards,Redstone FCU,Redstone Rewards,https://www.redstonefcu.org/personal/credit-cards,Yes,Credit Union; Huntsville AL CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1580,Soft Pull Credit Cards,Elevations CU,Elevations Rewards,https://www.elevationscu.com/products/credit-cards,Yes,Credit Union; CO CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1581,Soft Pull Credit Cards,Sound CU,Sound Rewards,https://www.soundcu.com/personal-banking/credit-cards,Yes,Credit Union; PNW CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1582,Soft Pull Credit Cards,SAFE CU,SAFE Rewards,https://www.safecu.org/credit-cards,Yes,Credit Union; CA CU rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1583,Soft Pull Credit Cards,Wings Financial CU,Wings Rewards,https://www.wingsfinancial.com/personal/credit-cards,Yes,Credit Union; MN aviation CU,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1584,Free Samples & Rebates,Honey,Honey Gold,https://www.joinhoney.com/features/gold,Yes,Fintech; PayPal coupon loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1585,Free Samples & Rebates,Capital One Shopping,C1 Shopping Rewards,https://capitaloneshopping.com,Yes,Fintech; Free savings tool,Full Registration,"email, name, phone",Yes,None noted,None noted  
1586,Free Samples & Rebates,Ibotta,Ibotta Rewards,https://home.ibotta.com,Yes,Fintech; Grocery rebate loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1587,Free Samples & Rebates,Dosh,Dosh Wallet,https://www.dosh.cash,Yes,Fintech; Automatic cash back,Full Registration,"email, name, phone",Yes,Cash back on first purchase,None noted  
1588,Free Samples & Rebates,Earny,Earny Rewards,https://www.earny.co,Yes,Fintech; Price drop refunds,Full Registration,"email, name, phone",Yes,None noted,None noted  
1589,Free Samples & Rebates,CoinOut,CoinOut App,https://coinout.com,Yes,Fintech; Receipt loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1590,Free Samples & Rebates,Mr. Rebates,Mr. Rebates,https://www.mrrebates.com,Yes,Fintech; Rebate loyalty portal,Full Registration,"email, name, phone",Yes,None noted,None noted  
1591,Free Samples & Rebates,Swagbucks,Swagbucks Rewards,https://www.swagbucks.com,Yes,Fintech; Survey + shop loyalty,Full Registration,"email, name, phone",Yes,None noted,None noted  
1592,Fintech,Chime,Chime SpotMe,https://www.chime.com,Yes,Fintech; Fee-free banking loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1593,Fintech,Current,Current Rewards,https://current.com,Yes,Fintech; Banking + rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1594,Fintech,Varo,Varo Believe,https://www.varomoney.com,Yes,Fintech; Banking loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1595,Fintech,Dave,Dave Rewards,https://www.dave.com,Yes,Fintech; Cash advance loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1596,Fintech,MoneyLion,MoneyLion Rewards,https://www.moneylion.com/rewards,Yes,Fintech loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1597,Fintech,SoFi,SoFi Rewards,https://www.sofi.com/rewards,Yes,Fintech; Multi-product loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1598,Fintech,Revolut,Revolut Rewards,https://www.revolut.com/en-US/perks,Yes,Fintech; Global fintech loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1599,Fintech,One Finance,One Finance,https://www.onefinance.com,Yes,Fintech; Walmart-linked fintech,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1600,Fintech,Step,Step Rewards,https://www.step.com,Yes,Fintech; Teen banking loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1601,Fintech,Greenlight,Greenlight Points,https://www.greenlightcard.com,Yes,Fintech; Kids fintech loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1602,Fintech,Copper Banking,Copper Rewards,https://www.getcopper.com,Yes,Fintech; Teen fintech loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1603,BNPL & Fintech,Afterpay,Afterpay Money,https://www.afterpay.com/en-US/money,Yes,Fintech; BNPL cashback,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1604,BNPL & Fintech,Klarna,Klarna Vibe,https://www.klarna.com/us/vibe,Yes,Fintech; BNPL loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1605,BNPL & Fintech,Zip,Zip Rewards,https://zip.co/us/rewards,Yes,Fintech; BNPL loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1606,BNPL & Fintech,Sezzle,Sezzle Up,https://sezzle.com/sezzle-up,Yes,Fintech; BNPL credit-building,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1607,Fintech,Chase,Chase Ultimate Rewards,https://www.chase.com/personal/credit-cards/rewards-program,Yes,Fintech; #1 travel rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1608,Fintech,American Express,Amex Membership Rewards,https://www.americanexpress.com/us/rewards,Yes,Fintech; Premium rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1609,Fintech,Capital One,C1 Venture Rewards,https://www.capitalone.com/credit-cards/rewards,Yes,Fintech; Miles loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1610,Fintech,Citi,Citi ThankYou Rewards,https://www.citi.com/credit-cards/rewards/thankyou-points,Yes,Fintech; ThankYou points,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1611,Fintech,Discover,Cashback Match,https://www.discover.com/credit-cards/cashback-rewards,Yes,Fintech; Cash back match,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1612,Fintech,Bank of America,BofA Rewards,https://info.bankofamerica.com/en/bofa-rewards,Yes,Fintech; Preferred Rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1613,Fintech,Wells Fargo,Active Cash Rewards,https://www.wellsfargo.com/credit-cards/rewards,Yes,Fintech; 2% cash rewards,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
1614,Fintech,US Bank,Altitude Rewards,https://www.usbank.com/credit-cards/rewards,Yes,Fintech; Premium travel loyalty,Credit Pre-Qual,"email, name, address, SSN-last-4",Partial,None noted,SSN required; soft pull only  
